word_study,thisN,thisTrialN,thisRepN,slider.response,slider.rt,word_practice,reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
mouse,0,0,0,3.008888888888889,1.1205377490005048,,,,,,,,,,,,0,0,0,5,,,,,0.07773412299866322,,0.027209290998143842,0.07773412299866322,0.07773412299866322,1.1674479899993457,3.008888888888889,1.1205377490005048,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
cruise,1,1,0,2.0044444444444443,0.9554125389986439,,,,,,,,,,,,0,1,1,8,,,,,1.191738768000505,,1.1735137049981859,1.191738768000505,1.191738768000505,2.1472700649974286,2.0044444444444443,0.9554125389986439,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
cake,2,2,0,2.0044444444444443,1.1135208460000285,,,,,,,,,,,,0,2,2,7,,,,,2.171567192999646,,2.153015828000207,2.171567192999646,2.171567192999646,3.2857824140010052,2.0044444444444443,1.1135208460000285,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
chart,3,3,0,3.991111111111111,1.543574522002018,,,,,,,,,,,,0,3,3,14,,,,,3.311387007997837,,3.2920288979985344,3.311387007997837,3.311387007997837,4.855443620999722,3.991111111111111,1.543574522002018,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
vase,4,4,0,3.013333333333333,1.5232414669990249,,,,,,,,,,,,0,4,4,0,,,,,4.881970950998948,,4.862418151999009,4.881970950998948,4.881970950998948,6.4069273349996365,3.013333333333333,1.5232414669990249,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
piano ,5,5,0,1.9777777777777779,0.9921495279995725,,,,,,,,,,,,0,5,5,4,,,,,6.435164395999891,,6.415644232998602,6.435164395999891,6.435164395999891,7.427826241997536,1.9777777777777779,0.9921495279995725,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
phone,6,6,0,1.008888888888889,2.340178578000632,,,,,,,,,,,,0,6,6,11,,,,,7.4527982709987555,,7.432937317000324,7.4527982709987555,7.4527982709987555,9.792324938000093,1.008888888888889,2.340178578000632,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
pastry,7,7,0,1.0,1.153361357999529,,,,,,,,,,,,0,7,7,6,,,,,9.81617606799773,,9.79798998700062,9.81617606799773,9.81617606799773,10.970234980999521,1.0,1.153361357999529,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
poster,8,8,0,1.9955555555555555,1.1495058389991755,,,,,,,,,,,,0,8,8,10,,,,,10.993528115999652,,10.974846812998294,10.993528115999652,10.993528115999652,12.145260050998331,1.9955555555555555,1.1495058389991755,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
police,9,9,0,2.9555555555555557,1.4533007629979693,,,,,,,,,,,,0,9,9,13,,,,,12.170547560999694,,12.150752779998584,12.170547560999694,12.170547560999694,13.625092508998932,2.9555555555555557,1.4533007629979693,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
tiger,10,10,0,1.0,1.9131516500019643,,,,,,,,,,,,0,10,10,1,,,,,13.649893462999898,,13.631412695998733,13.649893462999898,13.649893462999898,15.564906448998954,1.0,1.9131516500019643,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
keys,11,11,0,1.0,0.8588854829977208,,,,,,,,,,,,0,11,11,9,,,,,15.589698552998016,,15.569853998000326,15.589698552998016,15.589698552998016,16.448032255997532,1.0,0.8588854829977208,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
marble,12,12,0,2.991111111111111,1.9890613400020811,,,,,,,,,,,,0,12,12,12,,,,,16.472375870998803,,16.45337308499802,16.472375870998803,16.472375870998803,18.463913922998472,2.991111111111111,1.9890613400020811,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
cushion,13,13,0,1.968888888888889,1.689216408001812,,,,,,,,,,,,0,13,13,3,,,,,18.49099490899971,,18.470430198998656,18.49099490899971,18.49099490899971,20.180623413998546,1.968888888888889,1.689216408001812,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
book,14,14,0,1,1.4349433509996743,,,,,,,,,,,,0,14,14,2,,,,,20.206644437999785,,20.186451664998458,20.206644437999785,20.206644437999785,21.643671999998332,1,1.4349433509996743,,,,,,,,,,,,,,,138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,0,0,0,,,b_t_l_,bottle,new,BOTTLE,[-0.04777777777777778],[-0.30777777777777776],[1],[0],[0],[3.4143888390026405],['text_3'],,,,,0,0,0,15,21.690399967999838,,,,,,,,21.661824849998084,21.690399967999838,21.690399967999838,21.690399967999838,0.018138696999812964,25.077895853999507,BOTTLE,[-0.04777777777777778],[-0.30777777777777776],[1],[0],[0],[3.4143888390026405],['text_3'],138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,1,1,0,,,_o_t_r,poster,old,PORTER,[0.0077777777777777776],[-0.28888888888888886],[1],[0],[0],[6.774813488998916],['text_3'],,,,,0,1,1,10,25.103392569999414,,,,,,,,25.08257411699742,25.103392569999414,25.103392569999414,25.103392569999414,0.0044015730018145405,31.85830154299765,PORTER,[0.0077777777777777776],[-0.28888888888888886],[1],[0],[0],[6.774813488998916],['text_3'],138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,2,2,0,,,c_s_,case,new,CASE,[-0.008888888888888889],[-0.3022222222222222],[1],[0],[0],[3.330118137997488],['text_3'],,,,,0,2,2,19,31.879060518000188,,,,,,,,31.861230918999354,31.879060518000188,31.879060518000188,31.879060518000188,0.0027796520007541403,35.192386230999546,CASE,[-0.008888888888888889],[-0.3022222222222222],[1],[0],[0],[3.330118137997488],['text_3'],138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,3,3,0,,,c_u_s_,cruise,old,CUSHION,[-0.017777777777777778],[-0.30333333333333334],[1],[0],[0],[3.160952571000962],['text_3'],,,,,0,3,3,8,35.21678935000091,,,,,,,,35.19662041799893,35.21678935000091,35.21678935000091,35.21678935000091,0.0038308449984469917,38.35859548499866,CUSHION,[-0.017777777777777778],[-0.30333333333333334],[1],[0],[0],[3.160952571000962],['text_3'],138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,4,4,0,,,v_s_,vase,old,VASE,"[-0.006666666666666667, -0.0077777777777777776]","[-0.3277777777777778, -0.30444444444444446]","[1, 1]","[0, 0]","[0, 0]","[2.6541303469966806, 3.3092859819989826]","[None, 'text_3']",,,,,0,4,4,0,38.38078116899851,,,,,,,,38.36151191799945,38.38078116899851,38.38078116899851,38.38078116899851,0.002749700997810578,41.67165842100076,VASE,"[-0.006666666666666667, -0.0077777777777777776]","[-0.3277777777777778, -0.30444444444444446]","[1, 1]","[0, 0]","[0, 0]","[2.6541303469966806, 3.3092859819989826]","[None, 'text_3']",138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,5,5,0,,,p_o_e,phone,old,,[],[],[],[],[],[],[],,,,,0,5,5,11,41.693792731999565,,,,,,,,41.675215677998494,41.693792731999565,41.693792731999565,41.693792731999565,0.0033905650016095024,51.68174307799927,,[],[],[],[],[],[],[],138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,6,6,0,,,_e_c_l,pencil,new,PENCIL,[-0.0044444444444444444],[-0.29444444444444445],[1],[0],[0],[3.4140744020005513],['text_3'],,,,,0,6,6,16,51.708147749999625,,,,,,,,51.68757442599963,51.708147749999625,51.708147749999625,51.708147749999625,0.015752650000649737,55.1025394749995,PENCIL,[-0.0044444444444444444],[-0.29444444444444445],[1],[0],[0],[3.4140744020005513],['text_3'],138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,7,7,0,,,_e_s,keys,old,LEGS,[-0.034444444444444444],[-0.30666666666666664],[1],[0],[0],[7.019294444002298],['text_3'],,,,,0,7,7,9,55.124418106999656,,,,,,,,55.10582815199814,55.124418106999656,55.124418106999656,55.124418106999656,0.0031412069984071422,62.1261100849988,LEGS,[-0.034444444444444444],[-0.30666666666666664],[1],[0],[0],[7.019294444002298],['text_3'],138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,8,8,0,,,_a_e,cake,old,VASE,"[-0.028888888888888888, -0.021111111111111112]","[-0.3277777777777778, -0.3088888888888889]","[1, 1]","[0, 0]","[0, 0]","[2.317177755998273, 2.9423579450012767]","[None, 'text_3']",,,,,0,8,8,7,62.149406169999565,,,,,,,,62.12935235599798,62.149406169999565,62.149406169999565,62.149406169999565,0.0030739649992028717,65.07306642099866,VASE,"[-0.028888888888888888, -0.021111111111111112]","[-0.3277777777777778, -0.3088888888888889]","[1, 1]","[0, 0]","[0, 0]","[2.317177755998273, 2.9423579450012767]","[None, 'text_3']",138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,9,9,0,,,_s_i_t,tshirt,new,TSHIRT,"[-0.012222222222222223, -0.01]","[-0.2722222222222222, -0.30666666666666664]","[1, 1]","[0, 0]","[0, 0]","[4.374189064998063, 4.797217759998603]","[None, 'text_3']",,,,,0,9,9,18,65.09666389999984,,,,,,,,65.0766670869998,65.09666389999984,65.09666389999984,65.09666389999984,0.0034036420001939405,69.87488259800011,TSHIRT,"[-0.012222222222222223, -0.01]","[-0.2722222222222222, -0.30666666666666664]","[1, 1]","[0, 0]","[0, 0]","[4.374189064998063, 4.797217759998603]","[None, 'text_3']",138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,10,10,0,,,b_o_,book,old,BOOK,[-0.0077777777777777776],[-0.29555555555555557],[1],[0],[0],[2.3513861330029613],['text_3'],,,,,0,10,10,2,69.89738613599911,,,,,,,,69.87809516199923,69.89738613599911,69.89738613599911,69.89738613599911,0.0029033310020167846,72.23025888499978,BOOK,[-0.0077777777777777776],[-0.29555555555555557],[1],[0],[0],[2.3513861330029613],['text_3'],138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,11,11,0,,,m_u_e,mouse,old,MOUSE,[-0.0077777777777777776],[-0.3111111111111111],[1],[0],[0],[3.09529382600158],['text_3'],,,,,0,11,11,5,72.25225952999972,,,,,,,,72.23297880099926,72.25225952999972,72.25225952999972,72.25225952999972,0.00265868499991484,75.3293336780007,MOUSE,[-0.0077777777777777776],[-0.3111111111111111],[1],[0],[0],[3.09529382600158],['text_3'],138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
,12,12,0,,,t_g_r,tiger,old,TIGER,[-0.012222222222222223],[-0.29555555555555557],[1],[0],[0],[2.3425462520026485],['text_3'],,,,,0,12,12,1,75.35488021399942,,,,,,,,75.33422702999815,75.35488021399942,75.35488021399942,75.35488021399942,0.004692856000474421,77.67792195799848,TIGER,[-0.012222222222222223],[-0.29555555555555557],[1],[0],[0],[2.3425462520026485],['text_3'],138300,001,2024-10-28_19h09.55.195,WordPriming Experiment,2024.2.1,57.94163052864204,2024-10-28 19h10.04.172797 +0530,
